5,1,2,1,7,5,1,1,5,2,3,4,2,2,1,1,3,48,41,37
5,3,5,5,4,5,2,1,1,4,7,7,7,2,1,1,1,48,41,37
5,6,2,5,4,5,3,2,2,3,2,3,2,7,2,1,1,48,41,37
5,5,3,2,4,4,2,2,1,1,1,7,7,2,6,1,1,48,41,36
5,5,5,1,5,6,4,4,2,6,3,4,3,6,7,7,1,48,41,37
5,7,3,4,5,5,3,1,1,4,3,4,7,1,2,7,1,48,41,38
5,1,3,4,5,4,4,1,2,2,3,2,1,3,3,1,4,48,41,38
3,1,4,7,7,4,5,4,7,4,6,3,7,4,3,3,2,48,41,36
5,6,3,1,2,5,6,3,3,5,2,4,4,2,1,1,1,48,41,37
5,6,2,3,7,3,1,3,2,4,2,5,3,7,1,1,1,48,41,38
5,5,3,5,3,2,5,1,3,5,7,3,5,1,2,6,7,48,41,37
5,5,5,3,3,4,3,2,5,3,3,3,6,3,5,1,6,48,41,38
5,4,2,3,5,1,4,3,6,3,3,4,7,3,1,1,1,48,41,38
5,3,1,4,4,5,1,2,3,2,3,2,7,3,5,1,2,48,41,31
5,5,1,4,1,4,5,2,1,5,1,3,1,1,7,1,1,48,41,38
5,5,3,5,2,4,4,5,2,2,2,2,1,7,1,1,1,48,41,37
5,4,3,4,3,2,5,3,2,4,3,3,1,3,1,7,1,48,41,37
5,6,2,5,3,2,1,2,1,4,7,3,2,7,1,7,5,48,41,38
5,1,2,3,4,4,1,1,2,4,4,7,2,3,7,1,1,48,41,38
5,1,5,3,4,4,3,1,1,3,2,4,1,4,1,4,1,48,41,38
5,7,5,1,5,5,4,1,5,4,1,4,1,7,1,1,1,48,41,36
5,4,1,3,4,5,3,7,3,3,1,1,1,3,2,3,6,48,41,38
5,5,2,3,3,4,6,1,1,4,3,2,2,3,3,1,1,48,41,38
5,4,1,4,4,5,1,7,2,3,1,3,2,3,1,4,1,48,41,38
5,4,4,1,2,1,1,3,3,4,4,4,2,4,2,1,1,48,41,38
5,1,1,3,2,5,1,3,1,3,7,4,1,7,6,1,6,48,41,38
5,1,1,4,6,1,4,1,5,3,1,2,7,1,1,1,1,48,41,38
5,1,5,2,4,3,2,1,2,2,1,3,1,3,1,5,1,48,41,37
5,1,5,3,7,3,1,2,7,3,3,2,7,3,1,7,1,48,41,38
5,5,1,3,3,1,1,3,5,2,3,4,1,3,7,1,1,48,41,38
5,5,2,3,4,4,4,7,1,2,4,2,2,2,3,7,1,48,41,38
5,4,3,4,1,4,6,1,2,2,1,2,2,7,5,7,5,48,41,37
5,1,3,4,3,4,2,2,3,7,2,4,1,5,1,1,1,48,41,37
5,4,2,5,1,5,3,3,2,4,1,2,3,2,1,1,1,48,41,38
5,1,5,3,5,4,2,1,2,7,2,7,7,7,5,3,1,48,41,38
5,5,3,3,3,1,2,7,7,4,2,2,4,4,7,7,1,48,41,37
5,1,5,2,5,5,6,6,2,4,3,2,5,3,1,1,2,48,41,37
5,2,1,3,1,4,2,2,7,5,3,4,2,4,1,7,1,48,41,38
5,1,4,2,7,4,1,2,2,5,1,2,2,2,1,3,1,48,41,38
5,5,3,1,3,5,1,2,2,3,7,4,3,5,1,1,3,48,41,38
5,6,2,5,1,4,3,7,1,6,2,2,2,3,1,2,1,48,41,38
5,1,5,1,3,3,3,3,2,4,3,1,3,2,1,1,1,48,41,38
5,1,4,3,3,3,1,2,1,4,3,2,6,1,2,1,3,48,41,38
5,5,5,3,3,1,2,1,1,3,3,3,4,7,6,1,1,48,41,38
5,5,3,6,3,3,2,1,2,5,5,5,7,7,1,1,1,48,41,37
5,1,4,4,4,5,1,1,2,4,5,1,2,6,2,1,3,48,41,37
5,4,3,2,1,5,5,1,2,3,3,3,4,1,1,5,1,48,41,38
5,5,4,3,3,5,3,2,1,4,3,4,2,1,5,1,7,48,41,38
5,5,2,3,3,5,3,2,1,7,4,2,3,3,2,1,1,48,41,38
5,1,3,3,7,4,2,1,4,6,7,7,2,1,7,1,3,48,41,38
5,1,4,3,2,1,2,4,2,4,2,2,4,2,1,1,1,48,41,38
5,5,1,5,7,3,2,1,1,3,3,2,7,2,1,7,2,48,41,37
5,5,6,5,1,4,3,3,2,4,6,1,1,2,5,1,1,48,43,38
5,1,1,5,3,1,2,3,2,3,2,2,1,3,6,1,3,48,40,33
5,1,3,5,5,5,3,1,6,4,4,2,2,2,2,3,1,49,41,33
5,6,3,1,1,2,2,2,7,2,3,2,7,1,1,1,7,48,41,32
5,1,4,1,1,5,3,7,1,7,3,1,2,4,6,7,1,48,44,32
5,1,4,1,1,1,1,1,2,5,5,2,2,3,3,1,3,48,41,32
5,1,3,7,3,3,1,1,2,4,6,2,4,4,1,2,1,48,46,32
5,4,5,3,3,4,7,5,5,3,5,7,7,3,6,4,7,48,45,32
5,5,5,1,6,5,2,1,4,3,3,5,2,3,1,1,1,48,44,32
5,5,2,6,1,5,2,7,3,3,6,2,2,1,1,1,1,49,44,32
5,5,3,1,1,4,1,1,2,3,3,4,2,2,1,1,1,49,45,32
5,4,2,3,3,3,2,2,5,4,4,4,2,1,1,1,1,48,45,32
5,3,3,3,1,4,4,2,2,2,4,2,6,7,7,1,5,48,45,32
5,3,3,2,4,5,5,7,3,3,4,5,5,7,2,1,2,48,41,32
7,6,6,1,1,1,3,7,6,2,7,2,3,6,6,6,6,48,44,32
7,6,1,3,3,3,2,7,6,2,7,4,7,6,6,6,6,48,44,32
7,3,6,1,3,3,6,7,1,2,1,7,7,6,5,6,6,48,44,37
7,2,6,6,1,3,7,1,1,2,2,2,5,6,6,6,6,48,44,32
5,1,5,5,3,5,3,3,2,4,1,5,7,2,1,1,1,48,45,32
5,5,3,1,5,5,3,5,3,2,2,7,3,2,1,1,2,48,45,32
5,1,2,5,5,5,3,2,5,3,4,4,2,3,2,1,1,48,45,32
5,3,6,6,4,5,2,3,2,2,1,7,2,1,1,1,5,48,47,32
5,3,1,1,2,5,1,1,1,4,2,3,3,7,1,1,1,48,43,32
5,1,3,1,7,5,1,3,7,4,3,4,2,2,1,1,1,48,40,32
5,1,5,1,4,5,3,3,1,4,4,2,6,3,1,1,1,48,44,32
4,6,6,6,2,6,3,3,3,3,5,7,4,1,1,1,1,48,39,32
4,6,6,6,6,5,4,3,1,2,4,5,2,1,2,5,6,48,39,33
4,7,6,3,6,2,2,2,3,6,5,4,5,4,3,2,2,48,39,38
5,3,5,6,4,5,3,3,4,4,1,3,2,1,7,1,7,48,44,32
5,5,5,5,3,1,4,5,5,5,6,3,2,3,1,1,1,48,42,32
5,4,2,4,3,6,2,2,6,5,2,6,2,1,1,3,1,48,45,32
5,5,2,6,5,5,2,2,2,3,3,2,4,1,1,1,1,49,47,32
5,5,4,2,5,5,4,1,2,5,1,2,2,1,1,2,1,48,44,32
5,5,3,2,3,4,2,2,2,3,3,4,2,3,1,1,1,48,44,32
4,6,3,6,2,7,4,3,1,4,2,3,4,7,4,2,2,48,45,32
1,5,5,7,2,6,6,7,6,1,6,1,6,7,5,3,5,48,39,32
2,1,7,6,7,5,4,4,5,1,6,3,4,6,6,7,2,48,44,32
4,5,3,4,3,4,4,2,3,6,4,4,7,2,2,7,2,48,45,32
4,2,2,4,4,6,3,2,4,5,5,3,2,4,6,2,2,48,45,32
5,1,5,6,1,3,3,1,2,4,3,3,7,1,2,3,7,48,44,32
5,4,5,6,5,4,3,1,5,3,2,4,4,4,1,7,1,48,44,32
5,4,2,5,2,3,5,1,1,2,4,1,2,7,1,1,7,48,44,38
5,3,1,2,2,4,5,6,1,3,3,2,2,3,1,3,1,48,44,38
5,5,5,3,4,7,1,3,2,5,2,7,6,6,2,7,1,48,44,37
5,1,4,3,2,3,2,1,2,2,3,3,2,6,1,3,1,48,44,37
5,4,1,5,2,4,3,1,6,4,1,3,1,2,7,1,1,48,44,38
5,4,1,6,4,4,1,4,1,7,1,7,1,2,1,1,5,48,44,38
5,1,3,4,3,2,1,3,1,2,3,2,1,1,4,1,7,48,44,38
5,1,1,5,5,2,1,7,2,4,2,2,1,2,2,1,1,48,44,38
5,5,2,3,3,4,3,3,2,3,6,4,2,3,1,1,5,48,44,32
5,4,3,3,2,4,1,1,6,1,3,1,5,7,1,1,1,48,44,37
5,7,1,5,7,3,7,2,2,4,3,6,2,7,4,2,6,48,44,38
5,4,3,3,2,6,1,1,1,4,4,4,2,7,2,1,1,48,44,38
5,4,2,4,5,2,3,3,1,2,4,1,2,7,1,1,1,48,44,38
5,5,1,5,2,7,1,1,6,4,1,2,2,1,2,5,1,48,44,38
5,4,6,2,1,5,5,2,1,4,4,4,5,3,7,1,1,48,44,36
5,4,1,5,4,1,2,5,2,5,3,4,1,1,4,1,2,48,46,32
