23,7,67,69,67,65,74,67,67,74,69,71,72,69,69,67,67,71,48,41,37
23,7,74,65,67,67,71,69,71,69,67,72,72,69,71,67,67,71,48,41,0
0,7,71,74,74,72,74,69,67,67,72,65,65,65,69,67,67,67,48,41,37
16,7,76,69,74,72,74,71,69,69,71,69,71,69,65,69,67,67,48,41,37
23,7,74,71,69,72,72,69,69,67,67,67,65,65,69,64,67,67,48,41,36
23,7,74,74,67,74,76,72,72,69,76,71,72,71,64,65,65,67,48,41,37
23,7,65,71,72,74,74,71,67,67,72,71,72,65,67,69,65,67,48,41,38
23,7,67,71,72,62,72,72,67,69,69,71,69,67,71,71,67,60,48,41,38
23,5,76,69,74,74,69,71,69,74,69,72,67,74,69,67,67,65,48,41,36
16,7,76,71,67,69,74,64,71,71,74,69,72,72,69,67,67,67,48,41,37
23,7,76,69,71,65,71,67,71,69,72,69,74,71,65,67,67,67,48,41,38
23,7,74,71,74,71,69,62,67,71,74,65,71,62,67,69,64,65,48,41,37
23,7,74,74,71,71,72,71,69,62,71,71,71,64,71,62,67,64,48,41,38
23,7,72,69,71,62,67,72,71,64,71,71,72,65,71,67,67,67,48,41,38
23,7,71,67,72,72,74,67,69,71,69,71,69,65,71,62,67,69,48,41,31
23,7,74,67,72,67,72,74,69,67,74,67,71,67,67,65,67,67,48,41,38
23,7,74,71,74,69,72,72,74,69,69,69,69,67,65,67,67,67,48,41,37
23,7,72,71,72,71,69,62,71,69,72,71,71,67,71,67,65,67,48,41,37
23,7,76,69,74,71,69,67,69,67,72,65,71,69,65,67,65,62,48,41,38
23,7,67,69,71,72,72,67,67,69,72,72,65,69,71,65,67,67,48,41,38
23,7,67,74,71,72,72,71,67,67,71,69,72,67,72,67,72,67,48,41,38
23,7,65,74,67,74,74,72,67,74,72,67,72,67,65,67,67,67,48,41,36
23,7,72,67,71,72,74,71,65,71,71,67,67,67,71,69,71,64,48,41,38
23,7,74,69,71,71,72,64,67,67,72,71,69,69,71,71,67,67,48,41,38
23,7,72,67,72,72,74,67,65,69,71,67,71,69,71,67,60,67,48,41,38
23,7,72,72,67,69,67,67,71,71,72,72,72,69,72,69,67,67,48,41,38
23,7,67,67,71,69,74,67,71,67,71,65,72,67,65,64,67,64,48,41,38
23,7,67,67,72,76,67,60,67,74,71,67,69,65,67,67,67,67,48,41,38
23,7,67,74,69,72,71,69,67,69,69,67,71,67,71,67,62,67,48,41,37
23,7,67,74,71,65,71,67,69,65,71,71,69,65,71,67,65,67,48,41,38
23,7,74,67,71,71,67,67,71,74,69,71,72,67,71,65,67,67,48,41,38
23,7,74,69,71,72,72,72,65,67,69,72,69,69,69,71,65,67,48,41,38
23,7,72,71,72,67,72,64,67,69,69,67,69,69,65,62,65,62,48,41,37
23,7,67,71,72,71,72,69,69,71,65,69,72,67,74,67,67,67,48,41,37
23,7,72,69,74,67,74,71,71,69,72,67,69,71,69,67,67,67,48,41,38
23,7,67,74,71,74,72,69,67,69,65,69,65,65,65,62,71,67,48,41,38
23,7,74,71,71,71,67,69,65,65,72,69,69,72,72,65,65,67,48,41,37
23,7,67,74,69,74,74,64,64,69,72,71,69,74,71,67,67,69,48,41,37
23,7,69,67,71,67,72,69,69,65,74,71,72,69,72,67,65,67,48,41,38
23,7,67,72,69,65,72,67,69,69,74,67,69,69,69,67,71,67,48,41,38
23,7,71,71,71,65,74,69,67,74,74,71,72,69,72,65,67,62,48,41,0
23,7,74,71,67,71,74,67,69,69,71,65,72,71,62,67,67,71,48,41,38
23,7,64,69,62,67,72,71,65,67,76,69,69,69,71,67,69,67,48,41,38
23,7,67,74,67,71,71,71,71,69,72,71,67,71,69,67,67,67,48,41,38
23,7,67,60,71,71,71,67,69,67,72,71,69,64,67,69,67,71,48,41,38
23,7,74,74,71,71,67,69,67,67,71,71,71,72,65,64,67,67,48,41,38
0,7,74,71,76,71,71,69,67,69,74,74,74,65,65,67,67,67,48,41,37
54,7,67,72,72,72,74,67,67,69,72,62,67,69,64,69,67,71,48,41,37
