99,99,99,85.15031765
48,37,41,72.29031193
48,0,0,85.27063314
0,37,0,85.24327068
0,0,41,79.85795816
48,37,0,85.24327068
0,37,41,72.29031193
48,0,41,79.82526531
0,36,0,84.24197644
48,36,0,84.07900937
48,38,41,81.78700309
0,38,0,85.85076529
48,38,0,85.97495905
0,38,41,81.78700309
0,31,0,77.98077394
48,31,0,76.88001086
48,38,43,83.22369968
0,0,43,82.22493383
0,38,43,83.22369968
48,0,43,82.22493383
0,33,0,81.23642245
0,0,40,87.64349765
48,33,0,81.17566444
48,0,40,87.64349765
49,0,0,80.0316599
0,32,0,83.9706869
48,32,0,83.03499319
48,32,44,73.79004245
0,0,44,81.6032695
0,32,44,75.39756133
48,0,44,81.49318577
0,0,46,82.90053378
48,0,46,82.90053378
48,32,45,86.71639458
0,0,45,89.31537929
0,32,45,87.81924677
48,0,45,90.11697529
49,0,45,78.16740379
48,37,44,81.25631531
0,37,44,81.25631531
0,0,47,87.2733006
48,0,47,87.90493316
0,0,39,85.53873004
48,0,39,86.61965101
48,38,39,89.6190539
0,38,39,88.29598508
0,0,42,82.89385839
48,0,42,82.89385839
49,0,47,78.98741246
48,38,44,83.25433399
0,38,44,83.20694911
48,36,44,80.64109724
0,36,44,80.64109724
48,37,46,86.3046396
0,37,46,86.3046396
48,38,46,81.50752967
0,38,46,81.50752967
48,36,46,83.94465483
0,36,46,83.94465483
49,0,39,79.67191426
48,33,47,81.57262354
0,33,47,80.44749691
48,38,42,85.60180517
0,38,42,85.60180517
48,38,47,87.90534449
0,38,47,87.14482797
48,38,45,90.36294097
0,38,45,89.42439753
0,36,39,72.88192887
48,36,47,91.3543628
0,36,47,93.07156637
48,36,39,73.30509599
48,36,45,84.03031872
0,36,45,83.69733464
48,36,43,85.02222877
0,36,43,85.02222877
48,36,40,82.55761968
0,36,40,82.55761968
0,34,0,77.1782165
0,34,44,79.45722973
48,34,0,77.97162598
48,34,44,78.59838705
48,37,40,86.22529693
0,37,40,86.22529693
48,37,45,92.06955811
0,37,45,92.06955811
48,38,40,89.21867945
0,38,40,89.21867945
48,37,47,89.90626539
0,37,47,89.90626539
0,35,0,88.51478656
48,35,0,88.55347015
0,35,47,85.32287869
48,37,43,77.82629877
0,37,43,77.82629877
49,38,47,78.85069765
49,38,0,79.62896336
49,38,45,75.5023995
49,38,39,81.62600057
