0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,41,38
23,7,14,1,7,6,11,7,7,11,1,2,10,1,1,7,7,2,48,41,37
0,1,1,0,12,0,10,0,0,0,0,0,0,0,0,0,0,1,48,41,37
23,7,11,6,7,7,2,1,2,1,7,10,10,1,2,7,7,2,48,41,0
16,7,11,0,0,10,0,0,0,0,11,0,0,0,0,1,0,0,48,41,38
0,0,1,0,0,0,5,0,0,10,12,7,0,11,0,0,0,0,48,41,37
0,3,1,12,0,12,0,5,7,0,0,0,0,0,2,0,0,1,48,41,38
0,7,2,11,11,10,11,1,7,7,10,6,6,6,1,7,7,7,48,41,37
16,7,12,1,11,10,11,2,1,1,2,1,2,1,13,1,7,7,48,41,37
23,7,11,2,1,10,10,1,1,7,7,7,6,6,1,5,7,7,48,41,36
0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,48,41,38
23,7,11,11,7,11,12,10,10,1,12,2,10,2,5,6,6,7,48,41,37
0,1,1,0,11,0,12,0,0,10,0,0,0,2,0,0,0,3,48,41,38
23,7,6,2,10,11,11,2,7,7,10,2,10,6,7,1,6,7,48,41,38
23,7,7,2,10,4,10,10,7,1,1,2,1,7,2,2,7,3,48,41,38
23,5,12,1,11,11,1,2,1,11,1,10,7,11,1,7,7,6,48,41,36
23,7,12,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,48,41,38
16,7,1,0,0,11,0,7,5,0,0,0,0,0,2,0,1,0,48,41,36
0,0,1,0,0,0,2,0,0,0,12,0,6,0,0,0,0,0,48,41,38
23,16,12,7,0,0,0,0,0,0,0,11,0,2,0,2,0,0,48,41,36
0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,1,0,5,48,41,33
0,0,1,0,0,0,0,0,0,5,0,7,0,0,0,0,1,0,48,41,38
16,7,12,2,7,1,11,5,2,2,11,1,10,10,1,7,7,7,48,41,37
23,7,12,1,2,6,2,7,2,1,10,1,11,2,6,7,7,7,48,41,38
23,7,11,2,11,2,1,4,7,2,11,6,2,4,7,1,5,6,48,41,37
23,7,11,11,2,2,10,2,1,4,2,2,2,5,2,4,7,5,48,41,38
23,7,10,1,2,4,7,10,2,5,2,2,10,6,2,7,7,7,48,41,38
23,7,2,7,10,10,11,7,1,2,1,2,1,6,2,4,7,1,48,41,31
23,7,11,7,10,7,10,11,1,7,11,7,2,7,7,6,7,7,48,41,38
23,7,11,2,11,1,10,10,11,1,1,1,1,7,6,7,7,7,48,41,37
23,7,10,2,10,2,1,4,2,1,10,2,2,7,2,7,6,7,48,41,37
23,7,12,1,11,2,1,7,1,7,10,6,2,1,6,7,6,4,48,41,38
23,7,7,1,2,10,10,7,7,1,10,10,6,1,2,6,7,7,48,41,38
23,7,7,11,2,10,10,2,7,7,2,1,10,7,10,7,10,7,48,41,38
23,7,6,11,7,11,11,10,7,11,10,7,10,7,6,7,7,7,48,41,36
23,7,10,7,2,10,11,2,6,2,2,7,7,7,2,1,2,5,48,41,38
23,7,11,1,2,2,10,5,7,7,10,2,1,1,2,2,7,7,48,41,38
23,7,10,7,10,10,11,7,6,1,2,7,2,1,2,7,3,7,48,41,38
23,7,10,10,7,1,7,7,2,2,10,10,10,1,10,1,7,7,48,41,38
23,7,7,7,2,1,11,7,2,7,2,6,10,7,6,5,7,5,48,41,38
23,7,7,7,10,12,7,3,7,11,2,7,1,6,7,7,7,7,48,41,38
23,7,7,11,1,10,2,1,7,1,1,7,2,7,2,7,4,7,48,41,37
23,7,7,11,2,6,2,7,1,6,2,2,1,6,2,7,6,7,48,41,38
23,7,11,7,2,2,7,7,2,11,1,2,10,7,2,6,7,7,48,41,38
23,7,11,1,2,10,10,10,6,7,1,10,1,1,1,2,6,7,48,41,38
23,7,10,2,10,7,10,5,7,1,1,7,1,1,6,4,6,4,48,41,37
23,7,7,2,10,2,10,1,1,2,6,1,10,7,11,7,7,7,48,41,37
23,7,10,1,11,7,11,2,2,1,10,7,1,2,1,7,7,7,48,41,38
23,7,7,11,2,11,10,1,7,1,6,1,6,6,6,4,2,7,48,41,38
23,7,11,2,2,2,7,1,6,6,10,1,1,10,10,6,6,7,48,41,37
23,7,7,11,1,11,11,5,5,1,10,2,1,11,2,7,7,1,48,41,37
23,7,1,7,2,7,10,1,1,6,11,2,10,1,10,7,6,7,48,41,38
23,7,7,10,1,6,10,7,1,1,11,7,1,1,1,7,2,7,48,41,38
23,7,2,2,2,6,11,1,7,11,11,2,10,1,10,6,7,4,48,41,0
54,0,2,12,0,0,0,0,4,12,0,11,11,1,0,0,0,0,48,41,0
23,7,11,2,7,2,11,7,1,1,2,6,10,2,4,7,7,2,48,41,38
23,7,5,1,4,7,10,2,6,7,12,1,1,1,2,7,1,7,48,41,38
23,7,7,11,7,2,2,2,2,1,10,2,7,2,1,7,7,7,48,41,38
23,7,7,3,2,2,2,7,1,7,10,2,1,5,7,1,7,2,48,41,38
23,7,11,11,2,2,7,1,7,7,2,2,2,10,6,5,7,7,48,41,38
0,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,48,41,37
0,0,1,7,0,0,0,0,10,0,0,0,0,7,0,1,0,0,48,41,38
23,7,12,12,11,0,0,0,0,0,11,0,0,0,0,0,0,0,48,41,38
0,7,12,0,0,0,0,7,0,0,0,0,10,0,0,0,1,0,48,41,37
23,6,2,0,0,0,0,0,0,12,0,11,0,11,0,0,1,0,48,41,36
0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,48,41,37
0,1,10,0,12,0,0,0,12,10,0,0,0,4,0,0,0,0,48,41,37
23,6,1,11,0,0,0,0,0,0,0,0,0,0,2,1,7,0,48,41,38
50,0,1,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,48,41,31
0,1,1,0,11,0,12,10,10,0,0,0,0,0,0,0,0,0,48,41,37
50,0,1,12,0,0,0,0,0,0,0,0,0,0,7,0,0,0,48,41,37
0,7,10,12,0,1,7,0,0,10,0,0,0,0,0,0,0,1,48,41,37
0,0,1,0,0,0,0,1,0,0,0,12,0,1,0,0,0,0,48,41,37
0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,1,0,48,41,38
0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,48,41,38
0,1,3,12,10,2,11,0,4,0,1,0,11,0,0,0,0,0,48,41,38
23,6,12,0,0,10,12,0,0,4,0,0,0,7,0,0,0,1,48,41,31
0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48,41,38
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,41,37
0,0,10,2,0,0,0,2,0,0,0,2,0,0,0,0,1,0,48,41,38
0,4,1,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,48,41,37
23,7,1,0,0,0,0,0,0,0,0,0,11,0,0,0,10,0,48,41,38
0,0,12,0,0,0,2,0,0,0,0,0,11,0,10,1,0,0,48,41,33
23,7,12,0,0,0,0,0,4,0,7,0,0,0,0,7,0,0,48,41,38
0,0,12,0,0,0,0,0,10,3,6,0,11,0,2,0,0,0,48,41,38
0,0,1,7,0,0,0,0,0,0,0,0,0,0,2,0,1,0,48,41,37
0,0,1,0,0,0,7,0,2,0,0,0,0,10,0,0,0,0,48,41,38
0,1,1,5,0,12,0,0,0,0,0,0,0,0,10,0,0,1,48,41,31
0,6,6,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,48,41,37
0,0,1,0,0,2,0,0,0,1,0,2,0,2,11,0,1,1,48,41,0
0,1,1,10,0,10,0,1,5,7,0,0,2,0,2,0,1,3,48,41,37
0,0,1,0,11,0,0,0,0,0,0,11,0,0,0,0,0,1,48,41,38
0,7,11,2,12,2,2,1,7,1,11,11,11,6,6,7,7,7,48,41,37
54,7,7,10,10,10,11,7,7,1,10,4,7,1,5,1,7,2,48,41,37
16,7,3,2,1,7,11,11,7,1,2,2,2,10,7,7,4,7,48,41,38
0,7,11,10,2,2,11,2,1,7,10,2,10,1,7,4,7,6,48,41,38
0,7,11,1,2,2,11,2,1,7,6,10,1,2,2,1,7,7,48,41,38
0,1,1,0,11,0,0,0,0,0,6,0,0,1,0,0,0,0,48,41,38
23,1,1,2,0,2,0,0,0,0,0,4,11,0,0,1,0,0,48,41,37
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,41,38
0,7,1,2,0,0,11,7,0,0,0,0,2,4,10,3,10,5,48,41,37
0,4,1,10,0,3,0,10,0,0,0,12,0,0,0,0,0,0,48,41,37
0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,48,41,33
0,1,1,0,0,0,11,1,0,0,0,0,10,11,0,0,0,0,48,41,36
23,7,7,2,2,6,10,1,7,10,5,6,6,1,7,6,7,2,48,41,38
23,7,7,10,2,1,7,1,10,1,10,1,1,10,1,7,7,7,48,41,38
