23,7,7,1,2,2,2,5,6,7,2,7,1,1,1,1,7,1,48,41,37
23,7,7,7,10,1,11,10,10,2,2,7,10,1,7,2,7,2,48,41,0
54,7,12,2,13,10,10,1,2,11,11,1,1,4,1,7,7,7,48,41,37
23,7,2,10,2,2,10,2,2,7,11,10,7,12,6,1,1,2,48,41,37
23,7,10,2,7,7,2,1,7,7,11,2,1,4,1,6,7,7,48,41,36
23,7,7,7,10,7,10,1,2,7,10,2,2,4,1,7,7,7,48,41,37
23,7,1,2,11,11,10,5,1,7,10,2,10,6,2,7,7,5,48,41,38
23,7,11,1,11,11,2,7,7,7,12,11,2,2,1,7,7,7,48,41,38
23,5,7,2,10,7,10,10,7,1,10,10,10,2,6,7,7,7,48,41,36
23,7,1,7,10,11,11,1,2,7,2,1,2,7,7,2,7,7,48,41,37
23,7,7,1,11,1,2,7,6,7,10,2,2,23,7,6,3,6,48,41,38
23,7,2,2,1,6,11,2,11,7,10,11,2,2,2,1,2,1,48,41,37
23,7,1,7,12,11,10,10,4,1,10,11,1,7,2,7,7,7,48,41,38
23,7,11,2,11,2,11,2,7,2,1,2,1,6,7,7,7,4,48,41,38
23,7,2,2,10,2,10,2,1,1,7,10,10,10,11,7,7,7,48,41,31
23,7,2,10,1,6,11,1,2,11,11,2,2,6,7,1,7,7,48,41,38
23,7,7,7,2,1,11,29,2,7,11,2,1,7,7,6,7,6,48,41,37
23,7,11,7,10,2,11,2,7,7,2,2,10,6,10,7,7,4,48,41,37
23,7,10,2,10,1,11,2,7,7,6,10,1,2,2,7,7,6,48,41,38
23,7,4,7,12,11,10,1,1,4,10,2,1,23,1,7,7,7,48,41,38
23,7,3,2,1,7,1,6,6,7,10,7,10,7,1,5,6,2,48,41,38
23,7,10,6,10,10,2,4,6,2,10,10,7,5,2,7,7,7,48,41,36
23,7,7,2,11,11,10,10,2,7,1,2,10,1,2,4,7,2,48,41,38
23,7,7,1,1,10,11,11,7,10,10,11,10,10,1,5,1,2,48,41,38
23,7,10,11,11,7,11,2,2,11,4,7,2,10,2,7,7,7,48,41,38
23,7,2,2,10,2,11,2,7,2,2,10,1,5,2,7,4,7,48,41,38
23,7,1,2,2,1,10,10,2,11,11,11,1,5,7,5,0,1,48,41,38
23,7,7,7,10,11,6,2,6,7,10,2,1,6,7,7,7,7,48,41,38
23,7,11,1,11,11,11,7,7,1,2,2,6,7,7,1,1,7,48,41,37
23,7,7,7,11,12,2,5,1,16,16,11,2,2,7,7,1,7,48,41,38
23,7,11,10,1,10,10,11,2,11,1,11,1,5,3,7,7,7,48,41,38
23,7,11,1,10,2,10,2,7,7,6,7,1,1,7,7,7,7,48,41,38
23,7,7,2,11,2,11,2,10,1,6,1,10,1,2,1,7,7,48,41,37
23,7,10,1,12,2,11,2,2,1,2,1,10,2,1,5,7,2,48,41,37
23,7,11,2,10,2,11,2,1,7,6,1,2,6,7,2,7,7,48,41,38
23,7,7,1,11,12,10,1,10,7,6,1,10,10,7,2,7,10,48,41,38
23,7,7,11,10,2,10,2,7,1,11,2,2,1,7,7,7,7,48,41,37
23,7,11,1,11,11,10,1,7,7,6,7,1,7,2,6,7,7,48,41,37
23,7,11,7,11,2,11,2,7,7,10,2,6,7,6,6,7,7,48,41,38
23,7,5,3,10,11,10,11,2,1,11,10,1,2,7,6,7,6,48,41,38
23,7,7,7,2,2,1,7,4,1,1,1,11,7,7,1,1,3,48,41,0
23,7,11,10,11,2,6,1,6,1,10,2,10,2,7,7,7,7,48,41,38
23,7,2,7,11,1,4,7,2,4,11,10,5,7,12,1,2,1,48,41,38
23,7,7,1,11,2,11,10,1,1,10,6,2,1,1,6,7,7,48,41,38
23,7,7,2,12,2,7,11,2,7,10,2,10,6,11,1,7,4,48,41,38
23,7,11,2,12,2,11,7,2,7,10,10,1,6,1,6,7,7,48,41,38
0,1,1,10,11,2,1,7,6,1,10,2,1,7,6,7,1,4,48,41,37
23,7,1,7,1,1,10,6,1,1,1,1,7,1,1,6,7,7,48,41,37
23,7,6,2,10,1,1,7,1,1,11,10,1,6,2,6,7,7,48,41,37
23,7,7,1,5,7,10,7,10,7,10,7,6,1,7,2,2,7,48,41,38
54,7,10,7,2,2,1,1,6,7,10,2,7,2,11,2,4,3,48,41,38
23,7,1,6,10,10,10,10,1,1,5,5,10,2,1,5,7,6,48,41,38
23,7,1,2,11,4,10,2,7,5,2,10,7,1,1,1,7,5,48,41,38
23,7,2,1,10,2,10,1,2,7,11,1,1,2,7,7,7,7,48,41,38
16,7,7,2,7,7,10,1,1,7,10,10,2,6,2,2,7,6,49,0,33
23,7,2,7,6,2,2,1,1,7,10,2,1,1,7,7,7,6,48,41,37
23,7,11,2,2,6,11,10,7,11,11,11,11,6,6,7,7,7,48,43,38
0,3,1,1,2,10,5,7,2,7,19,10,10,4,1,7,7,7,48,41,0
51,3,10,10,11,7,11,11,7,1,10,1,1,1,1,7,7,6,48,41,0
23,7,11,2,10,1,10,7,1,1,10,2,2,4,6,7,7,7,48,40,33
23,7,7,7,1,1,6,5,3,7,1,2,1,7,6,7,7,5,48,40,0
23,7,7,7,1,2,10,2,11,2,10,2,1,6,7,7,7,7,49,41,33
0,7,11,11,13,11,10,1,7,5,2,1,2,2,7,6,7,1,48,41,0
51,1,10,11,11,4,12,2,11,10,2,7,11,2,2,7,4,6,48,41,0
23,7,7,10,10,10,2,1,7,11,11,1,2,7,7,7,7,7,48,41,32
23,7,7,1,7,2,10,2,11,1,10,1,1,1,2,7,7,1,48,44,32
23,7,10,2,1,6,5,10,1,13,1,10,1,1,2,7,6,7,48,41,32
23,7,10,2,10,11,7,7,1,3,10,2,1,6,4,2,7,7,48,46,32
23,7,6,6,11,2,11,1,2,1,6,12,1,7,7,6,6,7,48,0,32
16,7,10,2,10,11,2,1,1,7,10,10,1,6,11,7,7,7,49,0,32
0,1,7,7,2,2,11,1,7,1,7,5,2,2,7,7,7,7,48,41,32
54,7,1,6,12,10,11,1,6,7,4,7,2,4,1,7,3,7,48,45,32
0,1,5,4,12,2,11,1,2,6,2,1,10,10,2,5,7,2,48,0,32
0,1,10,7,10,2,7,1,2,1,10,10,10,1,7,7,7,7,49,0,0
51,3,7,11,12,11,11,10,6,1,10,1,2,6,2,7,2,7,49,0,32
23,7,12,1,11,10,10,7,1,7,11,10,1,7,1,6,6,7,48,44,32
52,2,7,1,1,7,10,2,7,10,12,6,1,10,1,2,6,1,48,0,32
23,7,2,7,1,10,1,1,2,4,10,5,7,10,7,7,1,4,48,0,32
